epoch,train-rmse-E,train-rmse-F,train-loss,test-rmse-E,test-rmse-F,test-loss
807.0,0.02887678,0.235981,0.08001608,0.03319573,0.2509745,0.08602776
808.0,0.02886971,0.2359176,0.07999482,0.03319533,0.2510343,0.08604504
809.0,0.02888512,0.2358551,0.07998196,0.03317687,0.2511935,0.0860844
810.0,0.02885669,0.2358217,0.07996184,0.03319369,0.251217,0.08609773
811.0,0.02884853,0.2358067,0.07995448,0.03318041,0.2511684,0.08607844
812.0,0.0288386,0.2357711,0.07994038,0.03316742,0.2511588,0.08607063
813.0,0.02882774,0.2357225,0.07992214,0.03315858,0.2511893,0.08607611
814.0,0.02881118,0.2356486,0.07989436,0.03315732,0.2512259,0.08608633
815.0,0.02922172,0.2357124,0.08006211,0.03329809,0.2514024,0.08619212
816.0,0.02880557,0.2356259,0.07988566,0.033115,0.2512296,0.0860711
817.0,0.02878613,0.2355599,0.07985919,0.03313252,0.2513134,0.08610232
818.0,0.0287719,0.2354987,0.079836,0.03313649,0.2513415,0.08611202
819.0,0.02876651,0.2353841,0.07980025,0.03318515,0.2513602,0.08613624
820.0,0.02877641,0.2352811,0.07977345,0.03323227,0.2513672,0.08615644
821.0,0.02877381,0.2351823,0.07974336,0.03335423,0.2513373,0.08619482
822.0,0.02878129,0.2351101,0.07972477,0.03341772,0.2512419,0.0861916
823.0,0.02876104,0.2350805,0.07970874,0.03339802,0.2511509,0.08615743
824.0,0.0287637,0.2350276,0.07969408,0.03342592,0.2510399,0.08613592
825.0,0.02875719,0.234969,0.07967444,0.03341071,0.2510121,0.0861219
826.0,0.02876974,0.2348776,0.07965203,0.03342207,0.2509653,0.08611267
827.0,0.02878682,0.2347982,0.07963479,0.03342342,0.2510017,0.0861238
828.0,0.02882157,0.2346956,0.07961711,0.03343746,0.2506806,0.0860357
829.0,0.02881335,0.2346615,0.07960409,0.03342167,0.2506568,0.08602263
830.0,0.02880952,0.2346207,0.07959068,0.03340888,0.2505895,0.08599805
831.0,0.02880999,0.234577,0.07957797,0.03341741,0.2505664,0.08599463
832.0,0.02886305,0.234465,0.07956419,0.03355181,0.250402,0.08599908
833.0,0.02882861,0.2344135,0.07953652,0.03353299,0.2505172,0.08602529
834.0,0.02881961,0.2344019,0.07952985,0.03353176,0.2505044,0.08602108
835.0,0.02881088,0.2343795,0.07952007,0.03355319,0.2504829,0.08602316
836.0,0.0287992,0.234358,0.07950951,0.03356712,0.250444,0.08601728
837.0,0.02877767,0.2343207,0.07949071,0.03356451,0.2503739,0.08599584
838.0,0.02875419,0.2342846,0.07947156,0.03349742,0.2502712,0.08593977
839.0,0.02871187,0.2342404,0.07944324,0.03349607,0.2502983,0.08594715
840.0,0.02870758,0.2341944,0.07942813,0.03348343,0.2503094,0.08594543
841.0,0.02870699,0.234146,0.07941365,0.03347839,0.2503274,0.08594874
842.0,0.02870964,0.2340773,0.07939435,0.03350864,0.2503108,0.08595568
843.0,0.02883133,0.2340477,0.0794297,0.03359143,0.2503162,0.08598957
844.0,0.02871426,0.2340345,0.07938338,0.03350487,0.2502817,0.08594574
845.0,0.02870693,0.2339809,0.07936494,0.03354028,0.2502014,0.08593618
846.0,0.02873489,0.233915,0.07935562,0.0336303,0.2500845,0.08593733
847.0,0.02870237,0.2339074,0.07934162,0.03357857,0.2500225,0.08589906
848.0,0.02868461,0.2338873,0.07932927,0.03353576,0.2499382,0.08585778
849.0,0.02867202,0.2338453,0.07931234,0.03348969,0.2498345,0.08580961
850.0,0.02866113,0.2337859,0.07929089,0.03344455,0.2497663,0.08577213
851.0,0.02876197,0.2337106,0.07930521,0.0335806,0.2495121,0.0857513
852.0,0.02866542,0.233736,0.07927774,0.03346511,0.2496464,0.08574524
853.0,0.0286506,0.233709,0.07926442,0.03345464,0.249802,0.08578647
854.0,0.02864924,0.2336781,0.07925479,0.03347718,0.2497402,0.08577725
855.0,0.0286446,0.2336541,0.07924606,0.03350245,0.2497529,0.08579083
856.0,0.02866676,0.2336183,0.07924351,0.0335626,0.2498033,0.08582901
857.0,0.02860976,0.233602,0.07921811,0.03353998,0.2496869,0.08578626
858.0,0.02859928,0.2335939,0.07921194,0.03351468,0.2496232,0.08575785
859.0,0.02857829,0.2335779,0.07919964,0.03347761,0.2495292,0.08571599
860.0,0.02857125,0.2335271,0.07918211,0.03343938,0.2494173,0.0856685
861.0,0.02854869,0.233471,0.07915741,0.03345783,0.2493059,0.08564328
862.0,0.02856276,0.2334144,0.07914582,0.0334412,0.2490795,0.08557088
863.0,0.02855081,0.233355,0.07912398,0.03349552,0.2491973,0.0856264
864.0,0.02855626,0.2333221,0.07911625,0.033524,0.2492372,0.08564914
865.0,0.02856429,0.2332794,0.07910656,0.03354276,0.2492283,0.0856539
866.0,0.0285843,0.233192,0.079088,0.03358233,0.2491513,0.085647
867.0,0.02861441,0.2330739,0.07906407,0.03364648,0.2490158,0.08563278
868.0,0.02878423,0.2329821,0.07909867,0.03381185,0.2488783,0.08565794
869.0,0.0286327,0.2330156,0.07905351,0.03366558,0.2489481,0.0856206
870.0,0.02863952,0.2329524,0.07903735,0.03368666,0.248832,0.08559513
871.0,0.02864123,0.2329084,0.079025,0.03369871,0.2487423,0.08557381
872.0,0.02862332,0.2328901,0.07901312,0.0336593,0.2487559,0.08556223
873.0,0.02861216,0.2328604,0.07900034,0.0336447,0.2487723,0.08556129
874.0,0.02858757,0.2327971,0.07897275,0.03359209,0.2488994,0.08557756
875.0,0.02860922,0.2327259,0.07895962,0.03361258,0.2488442,0.08556956
876.0,0.02858723,0.2326989,0.0789437,0.0335763,0.2490173,0.08560567
877.0,0.02857596,0.2326594,0.07892797,0.03354295,0.2490073,0.08558968
878.0,0.02857571,0.2326033,0.07891134,0.03352855,0.2489603,0.08557037
879.0,0.02857435,0.2325344,0.07889053,0.03353127,0.2489122,0.08555742
880.0,0.02861095,0.2324796,0.07888766,0.03355978,0.2490323,0.08560354
881.0,0.02857684,0.232463,0.0788704,0.03355861,0.2489621,0.08558266
882.0,0.0285763,0.2324513,0.07886677,0.03356971,0.2489642,0.08558762
883.0,0.02858016,0.2324243,0.07886021,0.03358212,0.2489682,0.08559365
884.0,0.02858839,0.2323681,0.07884662,0.03358489,0.2489313,0.08558401
885.0,0.02859837,0.2322948,0.07882865,0.03357706,0.2488562,0.08555911
886.0,0.02869266,0.2323791,0.07888772,0.03355316,0.2483926,0.08541489
887.0,0.02859693,0.2322752,0.07882234,0.03355134,0.2487077,0.08550582
888.0,0.02860102,0.2322292,0.07881027,0.0335472,0.2486582,0.08548979
889.0,0.02859526,0.2321906,0.07879679,0.0335517,0.2486208,0.08548067
890.0,0.02858081,0.2321195,0.07877061,0.03356788,0.248567,0.08547137
891.0,0.02855949,0.2320581,0.07874479,0.03358954,0.2485326,0.08546989
892.0,0.02863833,0.2320056,0.07875795,0.03362372,0.2485788,0.08549678
893.0,0.02855784,0.2320025,0.07872779,0.03357386,0.2485191,0.0854598
894.0,0.0285181,0.23196,0.07870086,0.03358478,0.2484978,0.08545791
895.0,0.02850587,0.231917,0.07868376,0.03360287,0.2485069,0.08546767
896.0,0.02848337,0.2318961,0.07866945,0.03354358,0.2485403,0.08545409
897.0,0.02847757,0.2318605,0.07865686,0.03351698,0.2486137,0.08546499
898.0,0.02845565,0.2318399,0.07864285,0.03346519,0.2485931,0.0854387
899.0,0.02843146,0.231809,0.07862498,0.03340318,0.2485555,0.0854035
900.0,0.0284144,0.2317889,0.07861289,0.03337403,0.2485589,0.08539308
901.0,0.02839773,0.2317148,0.07858504,0.03334266,0.2484731,0.08535584
902.0,0.02840715,0.231755,0.07860029,0.03328232,0.2489065,0.08545852
903.0,0.02838045,0.231694,0.07857265,0.03330048,0.2486157,0.0853809
904.0,0.02838787,0.2316452,0.07856093,0.03332341,0.2485426,0.08536857
905.0,0.02840861,0.2315902,0.07855222,0.03335862,0.2484825,0.08536483
906.0,0.02847406,0.2315132,0.07855321,0.03343731,0.2483463,0.08535596
907.0,0.02842941,0.2315502,0.07854796,0.0333868,0.2484147,0.08535612
908.0,0.02843958,0.2315103,0.07853988,0.03339725,0.2483833,0.08535104
909.0,0.0284634,0.2314263,0.07852375,0.03341171,0.2483278,0.08534058
910.0,0.02847596,0.2313698,0.07851166,0.03341156,0.2482954,0.08533108
911.0,0.02846865,0.2313305,0.07849741,0.03339207,0.2482795,0.08531883
912.0,0.02843144,0.2313212,0.07848117,0.03331083,0.2481426,0.0852472
913.0,0.02839519,0.2313189,0.07846738,0.03328894,0.2482747,0.0852771
914.0,0.02837732,0.231308,0.07845772,0.03327097,0.2482076,0.08525056
915.0,0.02836026,0.2312985,0.07844874,0.03325374,0.2481587,0.0852296
916.0,0.02835021,0.2312748,0.07843811,0.03324322,0.2481238,0.08521533
917.0,0.02834366,0.2311886,0.07841034,0.03322803,0.2480215,0.08517963
918.0,0.02842569,0.2311715,0.07843497,0.0333905,0.2481017,0.08526646
919.0,0.02833335,0.2311624,0.07839889,0.03324825,0.2480274,0.08518923
920.0,0.0283369,0.2311003,0.07838185,0.03324322,0.2479956,0.085178
921.0,0.02834015,0.2310431,0.07836617,0.03322529,0.2479613,0.08516102
922.0,0.0283459,0.2309741,0.07834789,0.03320486,0.247945,0.0851483
923.0,0.02835869,0.230932,0.07834011,0.03310577,0.2479409,0.08510853
924.0,0.02832915,0.2308988,0.07831964,0.03310037,0.247906,0.08509624
925.0,0.02831429,0.2308733,0.07830674,0.0330793,0.2478777,0.08507981
926.0,0.02830527,0.2308476,0.0782959,0.03304533,0.2478544,0.08505981
927.0,0.02829935,0.2307928,0.0782776,0.03300556,0.2478141,0.08503265
928.0,0.02829357,0.2306932,0.07824617,0.03295113,0.2476873,0.08497457
929.0,0.02862711,0.2306589,0.07835729,0.03341802,0.2471457,0.08499921
930.0,0.02832438,0.2306264,0.07823762,0.0330151,0.2475235,0.08495167
931.0,0.02831643,0.2305792,0.07822081,0.03299014,0.2474743,0.08492762
932.0,0.02831956,0.2305578,0.07821564,0.03301063,0.2474655,0.08493303
933.0,0.02831618,0.2305453,0.07821074,0.03301807,0.2474354,0.08492716
934.0,0.02831634,0.2305249,0.07820477,0.03303319,0.2473961,0.08492157
935.0,0.02831731,0.2304926,0.07819561,0.03304598,0.2473505,0.08491328
936.0,0.02831733,0.2304364,0.07817904,0.03305258,0.2473049,0.08490257
937.0,0.02831111,0.2303557,0.07815302,0.03304012,0.2471637,0.08485657
938.0,0.02831346,0.2303561,0.07815399,0.03308475,0.2475444,0.08498483
939.0,0.02829926,0.2303176,0.0781375,0.03305099,0.2473096,0.08490331
940.0,0.02827579,0.2303097,0.07812666,0.03301206,0.247288,0.08488187
941.0,0.02825191,0.2303061,0.07811696,0.0329746,0.2472808,0.08486522
942.0,0.02822972,0.2302989,0.07810683,0.03294782,0.2472687,0.08485128
943.0,0.02819564,0.2302788,0.07808857,0.03292292,0.2472479,0.08483555
944.0,0.02817965,0.230221,0.07806577,0.03290502,0.2471858,0.08481051
945.0,0.02815654,0.2301927,0.07804907,0.03296747,0.2472178,0.08484408
946.0,0.02816133,0.230139,0.07803497,0.03296526,0.2471923,0.08483578
947.0,0.0281768,0.2300791,0.07802288,0.03298226,0.2471718,0.08483643
948.0,0.02820098,0.2299944,0.07800664,0.03302373,0.2471713,0.08485242
949.0,0.02821115,0.2299033,0.07798348,0.0330231,0.247226,0.08486811
950.0,0.02818999,0.2298676,0.07796531,0.0330081,0.2472795,0.08487787
951.0,0.02816514,0.2298396,0.07794807,0.03297282,0.2473366,0.08488077
952.0,0.0281525,0.2298117,0.07793525,0.03296462,0.2473115,0.08487028
953.0,0.02814087,0.2297863,0.07792359,0.03290941,0.2473912,0.08487207
954.0,0.0281478,0.2297304,0.07790959,0.03292761,0.2473064,0.08485441
955.0,0.02816427,0.2296628,0.0778956,0.03294364,0.2472004,0.08482975
956.0,0.02816743,0.2296323,0.07788776,0.03294999,0.2472241,0.08483913
957.0,0.02815318,0.2296099,0.07787602,0.03292967,0.2471667,0.0848145
958.0,0.02811973,0.2296083,0.07786344,0.03288635,0.2471514,0.08479324
959.0,0.02809142,0.2296059,0.07785251,0.03285508,0.2471384,0.08477732
960.0,0.02804924,0.22964,0.07784736,0.03277084,0.2469153,0.08467966
961.0,0.0280252,0.2296,0.07782691,0.03277798,0.2470468,0.08472076
962.0,0.02802938,0.2295721,0.07782019,0.03279406,0.2470477,0.08472726
963.0,0.02802512,0.2295303,0.07780632,0.03280116,0.2470058,0.08471778
964.0,0.02800254,0.2294795,0.07778321,0.0327944,0.2469375,0.08469526
965.0,0.02799739,0.2293861,0.0777538,0.03284669,0.2468335,0.08468521
966.0,0.02797726,0.2293116,0.07772456,0.03280437,0.2465568,0.08458814
967.0,0.0279661,0.2292692,0.07770803,0.03280742,0.2465338,0.08458262
968.0,0.02796864,0.2292236,0.07769551,0.03280283,0.2465109,0.08457415
969.0,0.0279559,0.2291914,0.07768142,0.03280783,0.2464593,0.08456105
970.0,0.02793634,0.2291655,0.07766673,0.03281813,0.2465043,0.08457816
971.0,0.02792777,0.2291375,0.07765539,0.03280273,0.2464778,0.08456447
972.0,0.02792431,0.2291178,0.07764833,0.03280084,0.246481,0.08456468
973.0,0.02792347,0.2290447,0.07762646,0.03281171,0.2465257,0.08458191
974.0,0.02806844,0.228977,0.07765877,0.03306591,0.2464733,0.08466559
975.0,0.0279355,0.2290036,0.07761867,0.03286032,0.2464876,0.08458968
976.0,0.02793249,0.2289584,0.07760424,0.03285417,0.2465624,0.0846091
977.0,0.02793768,0.228906,0.07759066,0.03284666,0.2466263,0.0846248
978.0,0.02794341,0.2288376,0.07757255,0.03283116,0.2466953,0.08463888
979.0,0.0279655,0.2287855,0.07756513,0.03282391,0.2469375,0.08470668
980.0,0.02794258,0.228748,0.0775458,0.03279498,0.2468728,0.0846766
981.0,0.02793501,0.2287366,0.07753971,0.03278729,0.2468218,0.08465878
982.0,0.0279314,0.228709,0.07753028,0.03277971,0.2468036,0.08465054
983.0,0.02792997,0.2286655,0.07751694,0.03279266,0.246767,0.08464487
984.0,0.02797928,0.2287576,0.07756187,0.03278104,0.2466151,0.08459608
985.0,0.0279258,0.2286551,0.07751237,0.03277688,0.2466942,0.08461753
986.0,0.02792727,0.2286123,0.07750027,0.03280369,0.2467304,0.08463848
987.0,0.0279246,0.2285793,0.07748955,0.03281577,0.2467651,0.08465328
988.0,0.02791902,0.2285206,0.07747024,0.032832,0.2467944,0.0846681
989.0,0.02790917,0.2284615,0.07744926,0.03282212,0.2468218,0.08467225
990.0,0.02794427,0.2283572,0.07743114,0.0328407,0.2466536,0.08463044
991.0,0.02788235,0.2283406,0.07740393,0.03276429,0.2467786,0.08463725
992.0,0.0278724,0.2283135,0.07739236,0.03274272,0.2467476,0.08461987
993.0,0.02786602,0.2282698,0.07737717,0.03272649,0.2466666,0.08458998
994.0,0.02788014,0.2282365,0.07737243,0.0327543,0.2468721,0.08466065
995.0,0.02785165,0.2282112,0.07735471,0.03273978,0.2467823,0.08462886
996.0,0.02783559,0.2281933,0.07734364,0.03274593,0.246802,0.08463699
997.0,0.02782058,0.2281788,0.07733395,0.03276276,0.2468589,0.08466009
998.0,0.02782768,0.2281754,0.07733552,0.03272823,0.2470853,0.08471275
999.0,0.02781143,0.228169,0.07732777,0.03273514,0.2469567,0.08467792
1000.0,0.02778916,0.2281566,0.07731612,0.03274247,0.2469811,0.08468787
1001.0,0.02776998,0.2281336,0.07730244,0.0327376,0.2469634,0.08468084
1002.0,0.02776127,0.228109,0.07729205,0.03272347,0.2469065,0.08465877
1003.0,0.02775931,0.2280698,0.07727977,0.03270928,0.2468353,0.08463251
1004.0,0.02778549,0.2280212,0.07727485,0.03269295,0.2468435,0.0846286
1005.0,0.02776337,0.2279863,0.07725657,0.03267341,0.2467298,0.08458789
1006.0,0.02776528,0.227962,0.0772501,0.03267695,0.2467056,0.0845822
1007.0,0.02776735,0.2279242,0.07723969,0.03267514,0.2466828,0.08457486
1008.0,0.02775662,0.22788,0.07722279,0.03265367,0.2466226,0.084549
1009.0,0.02777682,0.2279245,0.07724319,0.03258475,0.2462845,0.08442376
1010.0,0.02774478,0.2278626,0.07721339,0.03261228,0.2464677,0.08448784
1011.0,0.02770737,0.2278459,0.07719504,0.03257869,0.2464876,0.08448069
1012.0,0.02768665,0.2278422,0.07718651,0.03256189,0.2464728,0.08446987
1013.0,0.02764407,0.2278401,0.07717062,0.03253465,0.2464716,0.08445902
1014.0,0.02761907,0.2278266,0.07715769,0.03252356,0.2463832,0.08442897
1015.0,0.02758651,0.2278131,0.07714205,0.03250238,0.2464337,0.08443555
1016.0,0.02758608,0.2277664,0.07712812,0.03251298,0.2463935,0.08442789
1017.0,0.02758705,0.2277218,0.07711529,0.03251949,0.2464307,0.08444126
1018.0,0.02760345,0.2276601,0.07710294,0.0325358,0.2463801,0.08443276
1019.0,0.02762306,0.2275816,0.07708678,0.03256392,0.2463043,0.08442149
1020.0,0.02763252,0.2275277,0.07707426,0.03258306,0.2462811,0.08442213
1021.0,0.0276198,0.2274781,0.07705506,0.03260525,0.2462593,0.08442433
1022.0,0.0276568,0.2274102,0.07704829,0.03273002,0.2460763,0.08441924
1023.0,0.0276193,0.2274075,0.07703402,0.0326563,0.2461383,0.08440876
1024.0,0.02761026,0.2273978,0.07702792,0.03263959,0.2461372,0.08440198
1025.0,0.0276071,0.2273838,0.07702268,0.03264319,0.2461147,0.08439681
1026.0,0.02759573,0.2273483,0.07700811,0.03265944,0.2460732,0.08439101
1027.0,0.0275797,0.2272907,0.07698535,0.03268558,0.2460697,0.08440011
1028.0,0.02788666,0.2272715,0.0770902,0.03307342,0.2459439,0.08451445
1029.0,0.02758522,0.2272578,0.07697763,0.03271387,0.2460163,0.08439551
1030.0,0.02757278,0.2272308,0.0769652,0.03271965,0.2460547,0.08440893
1031.0,0.02756875,0.227213,0.07695851,0.03271776,0.2460897,0.08441841
1032.0,0.02756408,0.2271945,0.07695135,0.03271223,0.2461256,0.08442673
1033.0,0.0275533,0.2271575,0.07693658,0.03270346,0.246187,0.08444121
1034.0,0.02753309,0.227106,0.07691414,0.03269936,0.2462471,0.08445715
1035.0,0.02769147,0.22731,0.07703117,0.03288163,0.2470103,0.0847503
1036.0,0.02752472,0.2270987,0.076909,0.03270105,0.2463367,0.08448394
1037.0,0.02749038,0.2270781,0.07689063,0.03267737,0.2463264,0.08447177
1038.0,0.02747394,0.2270581,0.07687884,0.03266688,0.2462664,0.08445022
1039.0,0.02744905,0.2270218,0.07685924,0.03263298,0.246074,0.084381
1040.0,0.02748094,0.2269494,0.07684924,0.03269475,0.2459998,0.08438328
1041.0,0.02745865,0.2269243,0.07683386,0.03264231,0.245878,0.08432746
1042.0,0.02746079,0.2268821,0.07682215,0.03262745,0.2458045,0.08430028
1043.0,0.02748237,0.2268227,0.07681233,0.0326367,0.2457372,0.08428424
1044.0,0.02750111,0.2267622,0.07680118,0.03264562,0.2457015,0.08427727
1045.0,0.02750763,0.2267224,0.07679176,0.03264875,0.2456738,0.0842704
1046.0,0.02751201,0.226684,0.07678199,0.03266714,0.2455878,0.08425247
1047.0,0.02757027,0.226692,0.07680523,0.0326205,0.2457825,0.08429116
1048.0,0.02750666,0.2266772,0.07677806,0.03263545,0.2456332,0.08425341
1049.0,0.02749713,0.2266658,0.07677128,0.03263428,0.2455864,0.08423933
1050.0,0.027464,0.2266355,0.07675047,0.03262227,0.2454961,0.08420835
1051.0,0.0274387,0.2266134,0.07673491,0.03260588,0.2454974,0.08420239
1052.0,0.02741388,0.2265849,0.07671762,0.03258454,0.2455055,0.08419647
1053.0,0.02800448,0.226658,0.07695217,0.03304316,0.2460322,0.08452832
1054.0,0.02741088,0.2265756,0.07671381,0.0325751,0.2455487,0.08420544
1055.0,0.02739577,0.2265487,0.07670044,0.03255092,0.2455744,0.08420356
1056.0,0.02739418,0.2264992,0.07668527,0.0325116,0.2455455,0.08417994
1057.0,0.02738808,0.2264618,0.07667203,0.03248594,0.2454986,0.08415636
1058.0,0.02737813,0.2264211,0.07665645,0.03246189,0.2454256,0.08412578
1059.0,0.02733576,0.2263952,0.07663369,0.03237462,0.2453141,0.08405961
1060.0,0.02730561,0.2263688,0.07661513,0.03235795,0.2452008,0.0840201
1061.0,0.02728514,0.2263773,0.07661036,0.0323679,0.2453559,0.08406923
1062.0,0.02727691,0.2263561,0.07660116,0.03235051,0.2452469,0.08403071
1063.0,0.02727451,0.2263462,0.07659739,0.03234795,0.2452138,0.08402006
1064.0,0.02727517,0.2263215,0.07659033,0.03235076,0.24517,0.08400837
1065.0,0.02728494,0.2262647,0.076577,0.03236409,0.2450864,0.0839891
1066.0,0.02730023,0.2261776,0.07655674,0.03237214,0.2449085,0.08394028
1067.0,0.02749056,0.2260862,0.07659783,0.03257024,0.244882,0.08400916
1068.0,0.02732064,0.2261192,0.07654675,0.03239381,0.2448763,0.08393924
1069.0,0.02732131,0.2260459,0.07652536,0.03236982,0.2446968,0.08387765
1070.0,0.02731372,0.2259986,0.07650866,0.03234319,0.2445886,0.0838358
1071.0,0.02737072,0.2259339,0.07650991,0.03239861,0.2444696,0.08382248
1072.0,0.02732508,0.2259526,0.07649913,0.0323551,0.2445158,0.08381915
1073.0,0.02729538,0.2259448,0.07648624,0.03229371,0.2445119,0.08379434
1074.0,0.0272827,0.2259314,0.07647773,0.03228828,0.2444656,0.08377875
1075.0,0.02727311,0.2259115,0.07646843,0.03226649,0.2444893,0.08377725
1076.0,0.02727103,0.2258785,0.07645794,0.03227282,0.2444747,0.08377542
1077.0,0.02727637,0.2258191,0.0764423,0.03229496,0.2444386,0.08377342
1078.0,0.02735049,0.2257722,0.07645495,0.03235879,0.2445728,0.08383721
1079.0,0.02728162,0.2257905,0.07643574,0.03229963,0.2444771,0.08378645
1080.0,0.02728082,0.2257624,0.07642715,0.03230862,0.2444437,0.08378019
1081.0,0.0272738,0.2257392,0.0764178,0.03231351,0.2443957,0.08376807
1082.0,0.02725513,0.2257248,0.07640686,0.03230367,0.2443507,0.08375116
1083.0,0.02721864,0.2256974,0.07638576,0.03227815,0.2443121,0.08373004
1084.0,0.0271944,0.2256714,0.07636945,0.03225228,0.2442012,0.0836877
1085.0,0.02715518,0.2256455,0.07634785,0.03221849,0.2442075,0.08367653
1086.0,0.02714664,0.2256128,0.07633513,0.03221997,0.2443075,0.08370629
1087.0,0.02716119,0.2255657,0.0763264,0.03223181,0.2441427,0.08366274
1088.0,0.02715963,0.2255438,0.07631937,0.03224036,0.2441537,0.08366925
1089.0,0.02716532,0.2255076,0.0763107,0.0322635,0.2440988,0.08366215
1090.0,0.02716917,0.2254808,0.07630413,0.03227927,0.2440258,0.08364692
1091.0,0.02717016,0.2254155,0.0762852,0.03230776,0.2438534,0.08360765
1092.0,0.02716354,0.2253252,0.07625615,0.03230715,0.2436794,0.08355668
1093.0,0.02721999,0.2252767,0.07626198,0.03232976,0.2434687,0.08350398
1094.0,0.02715881,0.2252797,0.07624105,0.03228722,0.2435637,0.08351521
1095.0,0.02714171,0.2252444,0.07622451,0.0322658,0.2436067,0.0835195
1096.0,0.02712714,0.225232,0.07621565,0.03221815,0.2437004,0.08352842
1097.0,0.02713857,0.225198,0.07620969,0.03225875,0.2437661,0.08356325
1098.0,0.02712715,0.2251857,0.07620199,0.03223756,0.2437563,0.08355221
1099.0,0.02712489,0.2251417,0.07618819,0.0322304,0.2437413,0.08354507
1100.0,0.02712988,0.2251112,0.07618094,0.03225055,0.2437277,0.08354889
1101.0,0.02716802,0.2250319,0.07617111,0.0322914,0.2437095,0.08355937
1102.0,0.02715216,0.225002,0.0761566,0.03231712,0.2436907,0.08356382
1103.0,0.02714938,0.2249881,0.07615152,0.03232587,0.243637,0.08355156
1104.0,0.02715406,0.2249619,0.07614545,0.03234573,0.2435517,0.08353436
1105.0,0.02716295,0.2249265,0.07613814,0.03236401,0.2434909,0.08352372
1106.0,0.02720524,0.2248506,0.07613083,0.03245934,0.2433256,0.08351253
1107.0,0.02718495,0.2248211,0.07611486,0.03242064,0.2433877,0.0835156
1108.0,0.02717688,0.224806,0.07610752,0.03239993,0.2434564,0.08352759
1109.0,0.02716989,0.2247918,0.07610085,0.03238524,0.2435129,0.08353835
1110.0,0.02715491,0.2247722,0.07608972,0.03236332,0.2435748,0.0835479
1111.0,0.02717093,0.2247959,0.07610244,0.0323223,0.2432979,0.0834513
1112.0,0.02714889,0.2247535,0.07608202,0.03233766,0.2434395,0.08349853
1113.0,0.02711448,0.2247381,0.07606521,0.03230707,0.2435868,0.08352963
1114.0,0.02709848,0.2247207,0.07605437,0.03229395,0.2436325,0.0835379
1115.0,0.02707451,0.2246937,0.07603787,0.03227844,0.2436664,0.08354179
1116.0,0.02706789,0.2246626,0.07602632,0.03227665,0.243716,0.08355555
1117.0,0.02705965,0.2246341,0.07601495,0.03226783,0.2436932,0.0835455
1118.0,0.02705696,0.2245686,0.07599464,0.03226964,0.2437125,0.08355183
1119.0,0.02705717,0.2245318,0.07598384,0.03227917,0.2437556,0.08356807
1120.0,0.02708896,0.2245016,0.07598623,0.03233501,0.2440283,0.0836692
1121.0,0.02705532,0.2244998,0.07597373,0.0322896,0.2438675,0.08360476
1122.0,0.02706391,0.2244604,0.07596514,0.03235642,0.2439078,0.08364234
1123.0,0.02704483,0.2244582,0.07595768,0.03232784,0.2438931,0.08362698
1124.0,0.02703865,0.2244463,0.07595198,0.032322,0.2438526,0.08361293
1125.0,0.02703743,0.2244192,0.07594353,0.03232705,0.2437829,0.08359456
1126.0,0.02703763,0.224367,0.07592818,0.0323174,0.2436679,0.08355727
1127.0,0.02723417,0.2243258,0.07598623,0.03256827,0.2433892,0.08357346
1128.0,0.02704215,0.2243474,0.07592399,0.0323353,0.2436009,0.08354468
1129.0,0.02703968,0.224316,0.07591383,0.03231317,0.2435381,0.0835178
1130.0,0.02703722,0.2242972,0.07590742,0.03229226,0.2435125,0.08350224
1131.0,0.02703149,0.2242695,0.07589719,0.03225441,0.2434829,0.08347896
1132.0,0.02702222,0.2242329,0.07588307,0.03221794,0.243466,0.08345995
1133.0,0.02700491,0.2241757,0.07586001,0.03222549,0.2433908,0.08344095
1134.0,0.02696399,0.2242032,0.07585357,0.03217719,0.243862,0.0835598
1135.0,0.02695175,0.2241512,0.07583385,0.03220493,0.2435811,0.08348852
1136.0,0.02694777,0.2241404,0.07582925,0.03222763,0.2435897,0.08349979
1137.0,0.02693289,0.2241339,0.07582205,0.03222308,0.2435601,0.0834894
1138.0,0.02692789,0.2241012,0.07581061,0.03222736,0.2436642,0.08352142
1139.0,0.02692189,0.2240669,0.07579832,0.03219415,0.2437313,0.08352818
1140.0,0.02691899,0.2240189,0.07578309,0.03215532,0.2437299,0.08351281
1141.0,0.02692551,0.2239524,0.07576575,0.03208109,0.2437143,0.0834797
1142.0,0.02698346,0.2238454,0.07575475,0.03213697,0.2436707,0.08348847
1143.0,0.02695687,0.2238215,0.07573824,0.03214896,0.2435997,0.08347237
1144.0,0.02695018,0.2237976,0.07572878,0.0321767,0.2435878,0.0834796
1145.0,0.026947,0.2237562,0.07571541,0.03220424,0.2435986,0.08349336
1146.0,0.02701497,0.2237051,0.07572454,0.03240738,0.2436174,0.0835774
1147.0,0.02695522,0.2237225,0.07570838,0.03226781,0.2435955,0.08351698
1148.0,0.02694974,0.2236917,0.07569733,0.03226708,0.2436458,0.08353139
1149.0,0.02694463,0.2236728,0.07568994,0.03225661,0.243681,0.0835376
1150.0,0.02693304,0.2236479,0.07567844,0.03223508,0.2437301,0.08354363
1151.0,0.02697865,0.2236306,0.07568958,0.03227922,0.2437087,0.08355441
1152.0,0.02693192,0.2236319,0.07567331,0.03223558,0.2437138,0.08353905
1153.0,0.026921,0.223615,0.07566443,0.03221711,0.2437197,0.08353366
